index,modelId,layer,description,explanationModelName,typeName,bio_related
15287,gemma-2-9b,1-gemmascope-res-16k, statistics and performance metrics related to quarterbacks and offensive plays in football,,oai_token-act-pair,
15288,gemma-2-9b,1-gemmascope-res-16k,short phrases or terminology related to programming and scripting,,oai_token-act-pair,
15289,gemma-2-9b,1-gemmascope-res-16k," specific identifiers, categories, and classifications in various contexts",,oai_token-act-pair,
15290,gemma-2-9b,1-gemmascope-res-16k, phrases that indicate a relationship to diversity or variety,,oai_token-act-pair,
15291,gemma-2-9b,1-gemmascope-res-16k,terms related to bias in various contexts,,oai_token-act-pair,
15292,gemma-2-9b,1-gemmascope-res-16k,"terms related to nanomaterials, particularly nanoparticles and nanostructures",,oai_token-act-pair,
15293,gemma-2-9b,1-gemmascope-res-16k," mentions of the name ""Chen.""",,oai_token-act-pair,
15294,gemma-2-9b,1-gemmascope-res-16k," occurrences of the word ""falls"" and related terms",,oai_token-act-pair,
15295,gemma-2-9b,1-gemmascope-res-16k,references to football clubs,,oai_token-act-pair,
15296,gemma-2-9b,1-gemmascope-res-16k,references to services in various contexts,,oai_token-act-pair,
15297,gemma-2-9b,1-gemmascope-res-16k," occurrences of the term ""send"" and words related to subjects or participants in studies",,oai_token-act-pair,
15298,gemma-2-9b,1-gemmascope-res-16k,expressions and concepts related to apologies and forgiveness,,oai_token-act-pair,
15299,gemma-2-9b,1-gemmascope-res-16k,"references to flies or the term ""fly.""",,oai_token-act-pair,
15300,gemma-2-9b,1-gemmascope-res-16k,"instances of the term ""anonymous""",,oai_token-act-pair,
15301,gemma-2-9b,1-gemmascope-res-16k,terms related to drying processes and methods,,oai_token-act-pair,
15302,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""suddenly"" and references to golf",,oai_token-act-pair,
15303,gemma-2-9b,1-gemmascope-res-16k,special characters and formatting elements in the text,,oai_token-act-pair,
15304,gemma-2-9b,1-gemmascope-res-16k,"references to writing implements, particularly pens",,oai_token-act-pair,
15305,gemma-2-9b,1-gemmascope-res-16k,references to concepts of worthiness and superiority,,oai_token-act-pair,
15306,gemma-2-9b,1-gemmascope-res-16k," references to the word ""echo"" and variations of motherhood",,oai_token-act-pair,
15307,gemma-2-9b,1-gemmascope-res-16k, references to strings in programming contexts,,oai_token-act-pair,
15308,gemma-2-9b,1-gemmascope-res-16k,expressions of happiness or positivity,,oai_token-act-pair,
15309,gemma-2-9b,1-gemmascope-res-16k, file paths in a programming context,,oai_token-act-pair,
15310,gemma-2-9b,1-gemmascope-res-16k, references to breath and breathing-related terminology,,oai_token-act-pair,
15311,gemma-2-9b,1-gemmascope-res-16k, terms related to competency and competence,,oai_token-act-pair,
15312,gemma-2-9b,1-gemmascope-res-16k,terminology related to legal appeals and judicial processes,,oai_token-act-pair,
15313,gemma-2-9b,1-gemmascope-res-16k,"repeated references to a ""paper.""",,oai_token-act-pair,
15314,gemma-2-9b,1-gemmascope-res-16k,references to development-related terminologies and effectiveness in various contexts,,oai_token-act-pair,
15315,gemma-2-9b,1-gemmascope-res-16k, references to time periods and intervals,,oai_token-act-pair,
15316,gemma-2-9b,1-gemmascope-res-16k,references to specific individuals and events related to a Hall of Fame context,,oai_token-act-pair,
15317,gemma-2-9b,1-gemmascope-res-16k, instances of scoring events in sports,,oai_token-act-pair,
15318,gemma-2-9b,1-gemmascope-res-16k, mentions of events or activities,,oai_token-act-pair,
15319,gemma-2-9b,1-gemmascope-res-16k, phrases related to religious or systematic practices,,oai_token-act-pair,
15320,gemma-2-9b,1-gemmascope-res-16k,"the letter 'f' in various contexts, particularly in names or references",,oai_token-act-pair,
15321,gemma-2-9b,1-gemmascope-res-16k,"references to cubes, cube-related objects, and their connections to Cuba",,oai_token-act-pair,
15322,gemma-2-9b,1-gemmascope-res-16k, references to emotional states and experiences,,oai_token-act-pair,
15323,gemma-2-9b,1-gemmascope-res-16k,"the presence of the term ""bis"" and its variations in scientific contexts",,oai_token-act-pair,
15324,gemma-2-9b,1-gemmascope-res-16k, references to units of measurement or quantity,,oai_token-act-pair,
15325,gemma-2-9b,1-gemmascope-res-16k,references to terminals or terminal concepts,,oai_token-act-pair,
15326,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""straight"" and its variations in context",,oai_token-act-pair,
15327,gemma-2-9b,1-gemmascope-res-16k," occurrences of the token ""ks""",,oai_token-act-pair,
15328,gemma-2-9b,1-gemmascope-res-16k, terms related to specific types and components of systems or software,,oai_token-act-pair,
15329,gemma-2-9b,1-gemmascope-res-16k,references to societal structures and social dynamics,,oai_token-act-pair,
15330,gemma-2-9b,1-gemmascope-res-16k,"references to clothing, specifically dresses and gowns",,oai_token-act-pair,
15331,gemma-2-9b,1-gemmascope-res-16k, references to babies and related terminology,,oai_token-act-pair,
15332,gemma-2-9b,1-gemmascope-res-16k,references to various types of tiles and related materials,,oai_token-act-pair,
15333,gemma-2-9b,1-gemmascope-res-16k,"the term ""described,"" particularly in technical contexts explaining methods or inventions",,oai_token-act-pair,
15334,gemma-2-9b,1-gemmascope-res-16k, references to overall evaluations or assessments,,oai_token-act-pair,
15335,gemma-2-9b,1-gemmascope-res-16k, programming language syntax related to including libraries and namespaces,,oai_token-act-pair,
15336,gemma-2-9b,1-gemmascope-res-16k,terms related to participant involvement and engagement in interventions,,oai_token-act-pair,
15337,gemma-2-9b,1-gemmascope-res-16k, text file references and related coding structures,,oai_token-act-pair,
15338,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""arrest"" and related terms",,oai_token-act-pair,
15339,gemma-2-9b,1-gemmascope-res-16k,terms related to occupation or being occupied,,oai_token-act-pair,
15340,gemma-2-9b,1-gemmascope-res-16k,references to the color blue or related terms,,oai_token-act-pair,
15341,gemma-2-9b,1-gemmascope-res-16k,"the phrase ""up to"" and variations indicating a range or limit",,oai_token-act-pair,
15342,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""assert"" signaling verification or validation statements in the text",,oai_token-act-pair,
15343,gemma-2-9b,1-gemmascope-res-16k," occurrences of the verb ""got.""",,oai_token-act-pair,
15344,gemma-2-9b,1-gemmascope-res-16k,references to candidates in a judicial or political context,,oai_token-act-pair,
15345,gemma-2-9b,1-gemmascope-res-16k,elements related to personal relationships and social interactions,,oai_token-act-pair,
15346,gemma-2-9b,1-gemmascope-res-16k,terms related to gradients in a scientific context,,oai_token-act-pair,
15347,gemma-2-9b,1-gemmascope-res-16k,specific websites or URLs related to film festivals or events,,oai_token-act-pair,
15348,gemma-2-9b,1-gemmascope-res-16k,terms related to alteration or modification,,oai_token-act-pair,
15349,gemma-2-9b,1-gemmascope-res-16k, references to various types of fat in the context of health and diet,,oai_token-act-pair,
15350,gemma-2-9b,1-gemmascope-res-16k,references to urban environments or settings,,oai_token-act-pair,
15351,gemma-2-9b,1-gemmascope-res-16k," phrases that indicate actions or intentions related to ""to"" followed by a verb",,oai_token-act-pair,
15352,gemma-2-9b,1-gemmascope-res-16k, symbols or notations in a technical or mathematical context,,oai_token-act-pair,
15353,gemma-2-9b,1-gemmascope-res-16k,references to crystals and related materials,,oai_token-act-pair,
15354,gemma-2-9b,1-gemmascope-res-16k,references to blindness or visually impaired individuals,,oai_token-act-pair,
15355,gemma-2-9b,1-gemmascope-res-16k,elements related to error handling and promises in code,,oai_token-act-pair,
15356,gemma-2-9b,1-gemmascope-res-16k,"references to the concept of the universe or tree species, particularly oak and holly",,oai_token-act-pair,
15357,gemma-2-9b,1-gemmascope-res-16k,possessive pronouns or references to ownership,,oai_token-act-pair,
15358,gemma-2-9b,1-gemmascope-res-16k,references to JSON data structures and related programming libraries,,oai_token-act-pair,
15359,gemma-2-9b,1-gemmascope-res-16k,references to organizational culture,,oai_token-act-pair,
15360,gemma-2-9b,1-gemmascope-res-16k,references to biology and related scientific fields,,oai_token-act-pair,
15361,gemma-2-9b,1-gemmascope-res-16k, references to data length in various contexts,,oai_token-act-pair,
15362,gemma-2-9b,1-gemmascope-res-16k,"terms related to temperature, particularly ""hot.""",,oai_token-act-pair,
15363,gemma-2-9b,1-gemmascope-res-16k,negations and references to exceptions in a technical or legal context,,oai_token-act-pair,
15364,gemma-2-9b,1-gemmascope-res-16k,"terms related to asymmetric and symmetric concepts, particularly in the context of cryptography and biology",,oai_token-act-pair,
15365,gemma-2-9b,1-gemmascope-res-16k,references to brushes and their various forms and functions,,oai_token-act-pair,
15366,gemma-2-9b,1-gemmascope-res-16k,references to various types of schemes in technical discussions,,oai_token-act-pair,
15367,gemma-2-9b,1-gemmascope-res-16k,specific types of entities within the text,,oai_token-act-pair,
15368,gemma-2-9b,1-gemmascope-res-16k, words related to spray applications and their contexts,,oai_token-act-pair,
15369,gemma-2-9b,1-gemmascope-res-16k,terms related to scientific concepts and publications,,oai_token-act-pair,
15370,gemma-2-9b,1-gemmascope-res-16k, specific molecular markers or identifiers related to medical or scientific contexts,,oai_token-act-pair,
15371,gemma-2-9b,1-gemmascope-res-16k, references to regulations and rules in a legal or procedural context,,oai_token-act-pair,
15372,gemma-2-9b,1-gemmascope-res-16k,references to comfort or comfort-related concepts,,oai_token-act-pair,
15373,gemma-2-9b,1-gemmascope-res-16k, mentions of awards and recognitions,,oai_token-act-pair,
15374,gemma-2-9b,1-gemmascope-res-16k,terms related to bleeding and medical conditions associated with it,,oai_token-act-pair,
15375,gemma-2-9b,1-gemmascope-res-16k,terms related to scanning technology and equipment,,oai_token-act-pair,
15376,gemma-2-9b,1-gemmascope-res-16k,headers or section titles in the document,,oai_token-act-pair,
15377,gemma-2-9b,1-gemmascope-res-16k,references to inspections or evaluations of various subjects or processes,,oai_token-act-pair,
15378,gemma-2-9b,1-gemmascope-res-16k,the concept of solo performances or solo work in various contexts,,oai_token-act-pair,
15379,gemma-2-9b,1-gemmascope-res-16k,"instances or mentions of the name ""Berkus"" or variations of it",,oai_token-act-pair,
15380,gemma-2-9b,1-gemmascope-res-16k,the concept of repetition in various contexts,,oai_token-act-pair,
15381,gemma-2-9b,1-gemmascope-res-16k,"references to specific states, particularly ""State"" as a noun or part of names and designations",,oai_token-act-pair,
15382,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""celebrate"" and its variations",,oai_token-act-pair,
15383,gemma-2-9b,1-gemmascope-res-16k,"terms related to presence and absence, especially in a context involving location or visibility",,oai_token-act-pair,
15384,gemma-2-9b,1-gemmascope-res-16k,"references to geographic locations, particularly places in Iowa and nearby states",,oai_token-act-pair,
15385,gemma-2-9b,1-gemmascope-res-16k, references to html tags or coding syntax,,oai_token-act-pair,
15386,gemma-2-9b,1-gemmascope-res-16k,terms related to maintenance or default settings,,oai_token-act-pair,
15387,gemma-2-9b,1-gemmascope-res-16k, terms related to pumps and vulnerable populations,,oai_token-act-pair,
15388,gemma-2-9b,1-gemmascope-res-16k, occurrences of underscore-prefixed variable names or method calls,,oai_token-act-pair,
15389,gemma-2-9b,1-gemmascope-res-16k,technical terms related to drivers in computing and software development,,oai_token-act-pair,
15390,gemma-2-9b,1-gemmascope-res-16k, programming constructs related to data structures and algorithms,,oai_token-act-pair,
15391,gemma-2-9b,1-gemmascope-res-16k,"terms related to ""vision"" and its variations, suggesting a focus on insight, foresight, and forward-thinking ideas",,oai_token-act-pair,
15392,gemma-2-9b,1-gemmascope-res-16k,code-related syntax patterns and function calls,,oai_token-act-pair,
15393,gemma-2-9b,1-gemmascope-res-16k, references to inclusive pronouns or phrases indicating collective participation or acknowledgment,,oai_token-act-pair,
15394,gemma-2-9b,1-gemmascope-res-16k,references to various types of materials,,oai_token-act-pair,
15395,gemma-2-9b,1-gemmascope-res-16k,references to staff in a workplace context,,oai_token-act-pair,
15396,gemma-2-9b,1-gemmascope-res-16k, terms related to root systems in data structures or mathematical contexts,,oai_token-act-pair,
15397,gemma-2-9b,1-gemmascope-res-16k, HTML tags and attributes,,oai_token-act-pair,
15398,gemma-2-9b,1-gemmascope-res-16k,references to hardware components or specifications,,oai_token-act-pair,
15399,gemma-2-9b,1-gemmascope-res-16k,terms related to loss and damages in various contexts,,oai_token-act-pair,
15400,gemma-2-9b,1-gemmascope-res-16k," references to the location or concept of ""Jackson.""",,oai_token-act-pair,
15401,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""begin"" in various contexts",,oai_token-act-pair,
15402,gemma-2-9b,1-gemmascope-res-16k,instances of the word 'off',,oai_token-act-pair,
15403,gemma-2-9b,1-gemmascope-res-16k,"references to the word ""ass"" and expressions of doubt",,oai_token-act-pair,
15404,gemma-2-9b,1-gemmascope-res-16k,words and phrases associated with luck and fortunate events,,oai_token-act-pair,
15405,gemma-2-9b,1-gemmascope-res-16k,programming language keywords and function definitions,,oai_token-act-pair,
15406,gemma-2-9b,1-gemmascope-res-16k, concepts related to financial transactions or holdings,gpt-4o-mini,oai_token-act-pair,
